index,date,views
1158,2023-03-03,30448
1159,2023-03-04,30448
1160,2023-03-05,30502
1161,2023-03-06,30448
1162,2023-03-07,30623
1163,2023-03-08,30559
1164,2023-03-09,30646
1165,2023-03-10,30746
1166,2023-03-11,30806
1167,2023-03-12,30883
1168,2023-03-13,30879
1169,2023-03-14,30837
1170,2023-03-15,31016
1171,2023-03-16,31463
1172,2023-03-17,31397
1173,2023-03-18,31396
1174,2023-03-19,31342
1175,2023-03-20,31314
1176,2023-03-21,31394
1177,2023-03-22,31403
1178,2023-03-23,31407
1179,2023-03-24,31374
1180,2023-03-25,31457
1181,2023-03-26,31424
1182,2023-03-27,31420
1183,2023-03-28,31400
1184,2023-03-29,31395
1185,2023-03-30,31483
1186,2023-03-31,31418
1187,2023-04-01,31356
1188,2023-04-02,31380
1189,2023-04-03,31813
1190,2023-04-04,31737
1191,2023-04-05,31789
1192,2023-04-06,31786
1193,2023-04-07,31754
1194,2023-04-08,32150
1195,2023-04-09,32206
1196,2023-04-10,32387
1197,2023-04-11,32314
1198,2023-04-12,32256
1199,2023-04-13,32634
1200,2023-04-14,33007
1201,2023-04-15,33434
1202,2023-04-16,33442
1203,2023-04-17,33519
1204,2023-04-18,33846
1205,2023-04-19,33817
1206,2023-04-20,33874
1207,2023-04-21,33952
1208,2023-04-22,34035
1209,2023-04-23,33974
1210,2023-04-24,34043
1211,2023-04-25,33989
1212,2023-04-26,34478
1213,2023-04-27,34517
1214,2023-04-28,34511
1215,2023-04-29,34546
1216,2023-04-30,34482
1217,2023-05-01,34567
1218,2023-05-02,34524
1219,2023-05-03,34523
1220,2023-05-04,34594
1221,2023-05-05,34547
1222,2023-05-06,34590
1223,2023-05-07,34657
1224,2023-05-08,34582
1225,2023-05-09,34510
1226,2023-05-10,34592
1227,2023-05-11,34539
1228,2023-05-12,34921
1229,2023-05-13,34848
1230,2023-05-14,34856
1231,2023-05-15,34954
1232,2023-05-16,34956
1233,2023-05-17,34907
1234,2023-05-18,34855
1235,2023-05-19,34951
1236,2023-05-20,34936
1237,2023-05-21,34927
1238,2023-05-22,34965
1239,2023-05-23,34974
1240,2023-05-24,35369
1241,2023-05-25,35391
1242,2023-05-26,35397
1243,2023-05-27,35428
1244,2023-05-28,35506
1245,2023-05-29,35496
1246,2023-05-30,35540
1247,2023-05-31,35462
1248,2023-06-01,35536
1249,2023-06-02,35632
1250,2023-06-03,35606
1251,2023-06-04,35671
1252,2023-06-05,35709
1253,2023-06-06,35806
1254,2023-06-07,35726
1255,2023-06-08,35664
1256,2023-06-09,35690
1257,2023-06-10,35650
1258,2023-06-11,35598
1259,2023-06-12,35532
1260,2023-06-13,35463
1261,2023-06-14,35813
1262,2023-06-15,35761
1263,2023-06-16,36142
1264,2023-06-17,36242
1265,2023-06-18,36330
1266,2023-06-19,36306
1267,2023-06-20,36283
1268,2023-06-21,36241
1269,2023-06-22,36218
1270,2023-06-23,36224
1271,2023-06-24,36232
1272,2023-06-25,36205
1273,2023-06-26,36152
1274,2023-06-27,36111
1275,2023-06-28,36190
1276,2023-06-29,36114
1277,2023-06-30,36207
1278,2023-07-01,36304
1279,2023-07-02,36332
1280,2023-07-03,36736
1281,2023-07-04,36730
1282,2023-07-05,36739
1283,2023-07-06,36667
1284,2023-07-07,36617
1285,2023-07-08,36602
1286,2023-07-09,36871
1287,2023-07-10,36955
1288,2023-07-11,36903
1289,2023-07-12,36841
1290,2023-07-13,37299
1291,2023-07-14,37394
1292,2023-07-15,37746
1293,2023-07-16,37827
1294,2023-07-17,37748
1295,2023-07-18,37822
1296,2023-07-19,37854
1297,2023-07-20,37912
1298,2023-07-21,37835
1299,2023-07-22,37927
1300,2023-07-23,38374
1301,2023-07-24,38431
1302,2023-07-25,38425
1303,2023-07-26,38516
1304,2023-07-27,38450
1305,2023-07-28,38412
1306,2023-07-29,38334
1307,2023-07-30,38261
1308,2023-07-31,38265
1309,2023-08-01,38325
1310,2023-08-02,38252
1311,2023-08-03,38260
1312,2023-08-04,38280
1313,2023-08-05,38217
1314,2023-08-06,38160
1315,2023-08-07,38479
1316,2023-08-08,38504
1317,2023-08-09,38500
1318,2023-08-10,38569
1319,2023-08-11,38613
1320,2023-08-12,38567
1321,2023-08-13,38567
1322,2023-08-14,38568
1323,2023-08-15,39023
1324,2023-08-16,38949
1325,2023-08-17,39007
1326,2023-08-18,38989
1327,2023-08-19,38963
1328,2023-08-20,38998
1329,2023-08-21,39068
1330,2023-08-22,39102
1331,2023-08-23,39162
1332,2023-08-24,39087
1333,2023-08-25,39047
1334,2023-08-26,38993
1335,2023-08-27,38983
1336,2023-08-28,38992
1337,2023-08-29,38940
1338,2023-08-30,38932
1339,2023-08-31,38977
1340,2023-09-01,38950
1341,2023-09-02,38946
1342,2023-09-03,38895
1343,2023-09-04,38977
1344,2023-09-05,38958
1345,2023-09-06,39040
1346,2023-09-07,39295
1347,2023-09-08,39262
1348,2023-09-09,39344
1349,2023-09-10,39435
1350,2023-09-11,39445
1351,2023-09-12,39442
1352,2023-09-13,39435
1353,2023-09-14,39461
1354,2023-09-15,39401
1355,2023-09-16,39429
1356,2023-09-17,39438
1357,2023-09-18,39437
1358,2023-09-19,39505
1359,2023-09-20,39499
1360,2023-09-21,39500
1361,2023-09-22,39596
1362,2023-09-23,39571
1363,2023-09-24,39553
1364,2023-09-25,39556
1365,2023-09-26,39563
1366,2023-09-27,39614
1367,2023-09-28,39565
1368,2023-09-29,39490
1369,2023-09-30,39489
1370,2023-10-01,39489
1371,2023-10-02,39844
1372,2023-10-03,39879
1373,2023-10-04,39945
1374,2023-10-05,39924
1375,2023-10-06,40342
1376,2023-10-07,40292
1377,2023-10-08,40315
1378,2023-10-09,40320
1379,2023-10-10,40698
1380,2023-10-11,40734
1381,2023-10-12,40785
1382,2023-10-13,40880
1383,2023-10-14,41351
1384,2023-10-15,41380
1385,2023-10-16,41450
1386,2023-10-17,41434
1387,2023-10-18,41454
1388,2023-10-19,41446
1389,2023-10-20,41389
1390,2023-10-21,41434
1391,2023-10-22,41743
1392,2023-10-23,41666
1393,2023-10-24,41661
1394,2023-10-25,41635
1395,2023-10-26,41641
1396,2023-10-27,41740
1397,2023-10-28,41662
1398,2023-10-29,41824
1399,2023-10-30,41776
1400,2023-10-31,41822
1401,2023-11-01,41745
1402,2023-11-02,41688
1403,2023-11-03,41671
1404,2023-11-04,41746
1405,2023-11-05,41743
1406,2023-11-06,41832
1407,2023-11-07,41834
1408,2023-11-08,41813
1409,2023-11-09,41815
1410,2023-11-10,41749
1411,2023-11-11,41688
1412,2023-11-12,41693
1413,2023-11-13,41746
1414,2023-11-14,41694
1415,2023-11-15,41653
1416,2023-11-16,41650
1417,2023-11-17,41644
1418,2023-11-18,41627
1419,2023-11-19,41556
1420,2023-11-20,41980
1421,2023-11-21,41977
1422,2023-11-22,42446
1423,2023-11-23,42468
1424,2023-11-24,42524
1425,2023-11-25,42611
1426,2023-11-26,42564
1427,2023-11-27,42511
1428,2023-11-28,42542
1429,2023-11-29,42465
1430,2023-11-30,42824
1431,2023-12-01,42848
1432,2023-12-02,42877
1433,2023-12-03,43221
1434,2023-12-04,43180
1435,2023-12-05,43171
1436,2023-12-06,43198
1437,2023-12-07,43515
1438,2023-12-08,43541
1439,2023-12-09,43483
1440,2023-12-10,43479
1441,2023-12-11,43517
1442,2023-12-12,43479
1443,2023-12-13,43961
1444,2023-12-14,43901
1445,2023-12-15,44000
1446,2023-12-16,43999
1447,2023-12-17,44372
1448,2023-12-18,44353
1449,2023-12-19,44362
1450,2023-12-20,44323
1451,2023-12-21,44345
1452,2023-12-22,44420
1453,2023-12-23,44453
1454,2023-12-24,44671
1455,2023-12-25,44769
1456,2023-12-26,44800
1457,2023-12-27,44764
1458,2023-12-28,44864
1459,2023-12-29,44903
1460,2023-12-30,44968
1461,2023-12-31,44996
1462,2024-01-01,45311
1463,2024-01-02,45542
1464,2024-01-03,45496
1465,2024-01-04,45492
1466,2024-01-05,45427
1467,2024-01-06,45401
1468,2024-01-07,45360
1469,2024-01-08,45291
1470,2024-01-09,45322
1471,2024-01-10,45396
1472,2024-01-11,45368
1473,2024-01-12,45320
1474,2024-01-13,45310
1475,2024-01-14,45264
1476,2024-01-15,45303
1477,2024-01-16,45360
1478,2024-01-17,45343
1479,2024-01-18,45334
1480,2024-01-19,45429
1481,2024-01-20,45866
1482,2024-01-21,45924
1483,2024-01-22,45981
1484,2024-01-23,45981
1485,2024-01-24,45944
1486,2024-01-25,46018
1487,2024-01-26,46060
1488,2024-01-27,46096
1489,2024-01-28,46095
1490,2024-01-29,46170
1491,2024-01-30,46129
1492,2024-01-31,46194
1493,2024-02-01,46235
1494,2024-02-02,46238
1495,2024-02-03,46215
1496,2024-02-04,46682
1497,2024-02-05,46782
1498,2024-02-06,46767
1499,2024-02-07,46840
1500,2024-02-08,46870
1501,2024-02-09,46843
1502,2024-02-10,46816
1503,2024-02-11,46754
1504,2024-02-12,46846
1505,2024-02-13,46824
1506,2024-02-14,47133
1507,2024-02-15,47134
1508,2024-02-16,47578
1509,2024-02-17,47553
1510,2024-02-18,47581
1511,2024-02-19,47670
1512,2024-02-20,47705
1513,2024-02-21,47659
1514,2024-02-22,47665
1515,2024-02-23,47712
1516,2024-02-24,47722
1517,2024-02-25,48109
1518,2024-02-26,48102
1519,2024-02-27,48046
1520,2024-02-28,47988
1521,2024-02-29,48258
1522,2024-03-01,48218
1523,2024-03-02,48255
1524,2024-03-03,48263
1525,2024-03-04,48293
1526,2024-03-05,48363
1527,2024-03-06,48295
1528,2024-03-07,48720
1529,2024-03-08,49121
1530,2024-03-09,49094
1531,2024-03-10,49041
1532,2024-03-11,49502
1533,2024-03-12,49589
1534,2024-03-13,49597
1535,2024-03-14,49599
1536,2024-03-15,49520
1537,2024-03-16,49523
1538,2024-03-17,49469
1539,2024-03-18,49467
1540,2024-03-19,49553
1541,2024-03-20,49607
1542,2024-03-21,49592
1543,2024-03-22,49662
1544,2024-03-23,50119
1545,2024-03-24,50054
1546,2024-03-25,50044
1547,2024-03-26,49988
1548,2024-03-27,50022
1549,2024-03-28,50513
1550,2024-03-29,50490
1551,2024-03-30,50438
1552,2024-03-31,50535
1553,2024-04-01,50563
1554,2024-04-02,50653
1555,2024-04-03,50579
1556,2024-04-04,50781
1557,2024-04-05,51026
1558,2024-04-06,51032
1559,2024-04-07,51036
1560,2024-04-08,51117
1561,2024-04-09,51208
1562,2024-04-10,51233
1563,2024-04-11,51188
1564,2024-04-12,51259
1565,2024-04-13,51233
1566,2024-04-14,51233
1567,2024-04-15,51321
1568,2024-04-16,51514
1569,2024-04-17,51514
1570,2024-04-18,51957
1571,2024-04-19,51961
1572,2024-04-20,52038
1573,2024-04-21,51995
1574,2024-04-22,52067
1575,2024-04-23,52047
1576,2024-04-24,51970
1577,2024-04-25,51890
1578,2024-04-26,51829
1579,2024-04-27,51882
1580,2024-04-28,52364
1581,2024-04-29,52857
1582,2024-04-30,52801
1583,2024-05-01,52769
1584,2024-05-02,52804
1585,2024-05-03,52733
1586,2024-05-04,52821
1587,2024-05-05,52901
1588,2024-05-06,52859
1589,2024-05-07,52853
1590,2024-05-08,52907
1591,2024-05-09,52970
1592,2024-05-10,52893
1593,2024-05-11,52842
1594,2024-05-12,52868
1595,2024-05-13,52826
1596,2024-05-14,52866
1597,2024-05-15,52906
1598,2024-05-16,53196
1599,2024-05-17,53274
1600,2024-05-18,53365
1601,2024-05-19,53390
1602,2024-05-20,53410
1603,2024-05-21,53395
1604,2024-05-22,53475
1605,2024-05-23,53749
1606,2024-05-24,53676
1607,2024-05-25,53718
1608,2024-05-26,53787
1609,2024-05-27,53940
1610,2024-05-28,53868
1611,2024-05-29,54044
1612,2024-05-30,54028
1613,2024-05-31,53975
1614,2024-06-01,53997
1615,2024-06-02,53919
1616,2024-06-03,53882
1617,2024-06-04,53955
1618,2024-06-05,53994
1619,2024-06-06,53998
1620,2024-06-07,54030
1621,2024-06-08,54478
1622,2024-06-09,54514
1623,2024-06-10,54505
1624,2024-06-11,54580
1625,2024-06-12,54527
1626,2024-06-13,54536
1627,2024-06-14,54629
1628,2024-06-15,54949
1629,2024-06-16,54917
1630,2024-06-17,54913
1631,2024-06-18,54989
1632,2024-06-19,54980
1633,2024-06-20,54940
1634,2024-06-21,54865
1635,2024-06-22,54801
1636,2024-06-23,54731
1637,2024-06-24,54731
1638,2024-06-25,54657
1639,2024-06-26,54655
1640,2024-06-27,54617
1641,2024-06-28,54577
1642,2024-06-29,54598
1643,2024-06-30,54545
1644,2024-07-01,54552
1645,2024-07-02,54586
1646,2024-07-03,54550
1647,2024-07-04,54527
1648,2024-07-05,54625
1649,2024-07-06,54714
1650,2024-07-07,54811
1651,2024-07-08,54850
1652,2024-07-09,54813
1653,2024-07-10,54805
1654,2024-07-11,54960
1655,2024-07-12,55060
1656,2024-07-13,55022
1657,2024-07-14,54973
1658,2024-07-15,54976
1659,2024-07-16,54958
1660,2024-07-17,54924
1661,2024-07-18,54849
1662,2024-07-19,54818
1663,2024-07-20,54897
1664,2024-07-21,55113
1665,2024-07-22,55059
1666,2024-07-23,55058
1667,2024-07-24,55020
1668,2024-07-25,55113
1669,2024-07-26,55208
1670,2024-07-27,55295
1671,2024-07-28,55237
1672,2024-07-29,55246
1673,2024-07-30,55280
1674,2024-07-31,55367
1675,2024-08-01,55335
1676,2024-08-02,55265
1677,2024-08-03,55224
1678,2024-08-04,55275
1679,2024-08-05,55223
1680,2024-08-06,55230
1681,2024-08-07,55258
1682,2024-08-08,55265
1683,2024-08-09,55363
1684,2024-08-10,55301
1685,2024-08-11,55344
1686,2024-08-12,55342
1687,2024-08-13,55368
1688,2024-08-14,55420
1689,2024-08-15,55368
1690,2024-08-16,55407
1691,2024-08-17,55593
1692,2024-08-18,55519
1693,2024-08-19,55504
1694,2024-08-20,55603
1695,2024-08-21,55533
1696,2024-08-22,55536
1697,2024-08-23,55502
1698,2024-08-24,55589
1699,2024-08-25,55897
1700,2024-08-26,55949
1701,2024-08-27,55896
1702,2024-08-28,55959
1703,2024-08-29,55905
1704,2024-08-30,55848
1705,2024-08-31,55844
1706,2024-09-01,55847
1707,2024-09-02,55879
1708,2024-09-03,55936
1709,2024-09-04,55941
1710,2024-09-05,55941
1711,2024-09-06,55961
1712,2024-09-07,55933
1713,2024-09-08,55863
1714,2024-09-09,55802
1715,2024-09-10,55872
1716,2024-09-11,55924
1717,2024-09-12,55947
1718,2024-09-13,55941
1719,2024-09-14,56035
1720,2024-09-15,56035
1721,2024-09-16,56009
1722,2024-09-17,56019
1723,2024-09-18,56094
1724,2024-09-19,56066
1725,2024-09-20,56075
1726,2024-09-21,56110
1727,2024-09-22,56032
1728,2024-09-23,56110
1729,2024-09-24,56187
1730,2024-09-25,56256
1731,2024-09-26,56661
1732,2024-09-27,56718
1733,2024-09-28,56751
1734,2024-09-29,56834
1735,2024-09-30,56775
1736,2024-10-01,56815
1737,2024-10-02,56814
1738,2024-10-03,56812
1739,2024-10-04,57297
1740,2024-10-05,57255
1741,2024-10-06,57312
1742,2024-10-07,57545
1743,2024-10-08,57633
1744,2024-10-09,57660
1745,2024-10-10,57589
1746,2024-10-11,57656
1747,2024-10-12,57612
1748,2024-10-13,57879
1749,2024-10-14,57879
1750,2024-10-15,57975
1751,2024-10-16,58071
1752,2024-10-17,58039
1753,2024-10-18,58123
1754,2024-10-19,58285
1755,2024-10-20,58330
1756,2024-10-21,58339
1757,2024-10-22,58267
1758,2024-10-23,58248
1759,2024-10-24,58250
1760,2024-10-25,58322
1761,2024-10-26,58247
1762,2024-10-27,58338
1763,2024-10-28,58306
1764,2024-10-29,58556
1765,2024-10-30,58554
1766,2024-10-31,58497
1767,2024-11-01,58519
1768,2024-11-02,58601
1769,2024-11-03,58545
1770,2024-11-04,58765
1771,2024-11-05,58826
1772,2024-11-06,58861
1773,2024-11-07,58832
1774,2024-11-08,58908
1775,2024-11-09,59007
1776,2024-11-10,58977
1777,2024-11-11,58973
1778,2024-11-12,58949
1779,2024-11-13,59018
1780,2024-11-14,58969
1781,2024-11-15,59065
1782,2024-11-16,59028
1783,2024-11-17,59034
1784,2024-11-18,58978
1785,2024-11-19,58920
1786,2024-11-20,58953
1787,2024-11-21,58963
1788,2024-11-22,58926
1789,2024-11-23,58908
1790,2024-11-24,58877
1791,2024-11-25,58947
1792,2024-11-26,58968
1793,2024-11-27,58989
1794,2024-11-28,59059
1795,2024-11-29,59146
1796,2024-11-30,59145
1797,2024-12-01,59467
1798,2024-12-02,59519
1799,2024-12-03,59579
1800,2024-12-04,59499
1801,2024-12-05,59546
1802,2024-12-06,59585
1803,2024-12-07,59595
1804,2024-12-08,59600
1805,2024-12-09,59647
1806,2024-12-10,59588
1807,2024-12-11,59562
1808,2024-12-12,59601
1809,2024-12-13,59651
1810,2024-12-14,59603
1811,2024-12-15,59684
1812,2024-12-16,59620
1813,2024-12-17,59568
1814,2024-12-18,59573
1815,2024-12-19,59566
1816,2024-12-20,59514
1817,2024-12-21,59461
1818,2024-12-22,59388
1819,2024-12-23,59314
1820,2024-12-24,59284
1821,2024-12-25,59290
1822,2024-12-26,59212
1823,2024-12-27,59370
1824,2024-12-28,59313
1825,2024-12-29,59351
1826,2024-12-30,59639
1827,2024-12-31,59569
1828,2025-01-01,59566
1829,2025-01-02,59502
1830,2025-01-03,59493
1831,2025-01-04,59491
1832,2025-01-05,59513
1833,2025-01-06,59462
1834,2025-01-07,59392
1835,2025-01-08,59670
1836,2025-01-09,59614
1837,2025-01-10,59645
1838,2025-01-11,59740
1839,2025-01-12,59701
1840,2025-01-13,59655
1841,2025-01-14,59655
1842,2025-01-15,59730
1843,2025-01-16,59704
1844,2025-01-17,59701
1845,2025-01-18,59787
1846,2025-01-19,59869
1847,2025-01-20,59836
1848,2025-01-21,59919
1849,2025-01-22,59971
1850,2025-01-23,59980
1851,2025-01-24,59932
1852,2025-01-25,59966
1853,2025-01-26,60058
1854,2025-01-27,60052
1855,2025-01-28,60440
1856,2025-01-29,60503
1857,2025-01-30,60597
1858,2025-01-31,60674
1859,2025-02-01,60732
1860,2025-02-02,60687
1861,2025-02-03,60642
1862,2025-02-04,60642
1863,2025-02-05,60705
1864,2025-02-06,60662
1865,2025-02-07,60864
1866,2025-02-08,60918
1867,2025-02-09,60940
1868,2025-02-10,60936
1869,2025-02-11,60894
1870,2025-02-12,60826
1871,2025-02-13,60850
1872,2025-02-14,60804
1873,2025-02-15,60893
1874,2025-02-16,60888
1875,2025-02-17,61066
1876,2025-02-18,61118
1877,2025-02-19,61572
1878,2025-02-20,61636
1879,2025-02-21,61665
1880,2025-02-22,61605
1881,2025-02-23,61633
1882,2025-02-24,61607
1883,2025-02-25,61601
1884,2025-02-26,61522
1885,2025-02-27,61576
1886,2025-02-28,61497
1887,2025-03-01,61820
1888,2025-03-02,61918
1889,2025-03-03,61976
1890,2025-03-04,62052
1891,2025-03-05,61978
1892,2025-03-06,61975
1893,2025-03-07,62037
1894,2025-03-08,61992
1895,2025-03-09,62002
1896,2025-03-10,61982
1897,2025-03-11,62082
1898,2025-03-12,62077
1899,2025-03-13,62071
1900,2025-03-14,62163
1901,2025-03-15,62427
1902,2025-03-16,62434
1903,2025-03-17,62403
1904,2025-03-18,62484
1905,2025-03-19,62506
1906,2025-03-20,62534
1907,2025-03-21,62516
1908,2025-03-22,62549
1909,2025-03-23,62541
1910,2025-03-24,62847
1911,2025-03-25,62829
1912,2025-03-26,62792
1913,2025-03-27,62785
1914,2025-03-28,62749
1915,2025-03-29,62706
1916,2025-03-30,62669
1917,2025-03-31,62667
1918,2025-04-01,62755
1919,2025-04-02,62780
1920,2025-04-03,62712
1921,2025-04-04,62697
1922,2025-04-05,62784
1923,2025-04-06,62863
1924,2025-04-07,62800
1925,2025-04-08,62804
1926,2025-04-09,62797
1927,2025-04-10,62771
1928,2025-04-11,62780
1929,2025-04-12,62741
1930,2025-04-13,62722
1931,2025-04-14,62802
1932,2025-04-15,62786
1933,2025-04-16,62746
1934,2025-04-17,62727
1935,2025-04-18,62736
1936,2025-04-19,62729
1937,2025-04-20,62662
1938,2025-04-21,62663
1939,2025-04-22,62669
1940,2025-04-23,62706
1941,2025-04-24,62631
1942,2025-04-25,62582
1943,2025-04-26,62592
1944,2025-04-27,62550
1945,2025-04-28,62598
1946,2025-04-29,62603
1947,2025-04-30,62634
1948,2025-05-01,62641
1949,2025-05-02,62642
1950,2025-05-03,62644
1951,2025-05-04,62835
1952,2025-05-05,62775
1953,2025-05-06,62860
1954,2025-05-07,62833
1955,2025-05-08,62770
1956,2025-05-09,62764
1957,2025-05-10,62696
1958,2025-05-11,62621
1959,2025-05-12,62547
1960,2025-05-13,62538
1961,2025-05-14,62626
1962,2025-05-15,62717
1963,2025-05-16,62718
1964,2025-05-17,62760
1965,2025-05-18,62809
1966,2025-05-19,62805
1967,2025-05-20,62729
1968,2025-05-21,62731
1969,2025-05-22,62816
1970,2025-05-23,62781
1971,2025-05-24,62725
1972,2025-05-25,63080
1973,2025-05-26,63065
1974,2025-05-27,63070
1975,2025-05-28,63112
1976,2025-05-29,63120
1977,2025-05-30,63219
1978,2025-05-31,63309
1979,2025-06-01,63303
1980,2025-06-02,63388
1981,2025-06-03,63480
1982,2025-06-04,63436
1983,2025-06-05,63444
1984,2025-06-06,63404
1985,2025-06-07,63460
1986,2025-06-08,63470
1987,2025-06-09,63561
1988,2025-06-10,63561
1989,2025-06-11,63551
1990,2025-06-12,63515
1991,2025-06-13,63567
1992,2025-06-14,63562
1993,2025-06-15,63584
1994,2025-06-16,63582
1995,2025-06-17,63647
1996,2025-06-18,63574
1997,2025-06-19,63602
1998,2025-06-20,63691
1999,2025-06-21,63729
2000,2025-06-22,63710
2001,2025-06-23,63798
2002,2025-06-24,63898
2003,2025-06-25,64228
2004,2025-06-26,64307
2005,2025-06-27,64301
2006,2025-06-28,64241
2007,2025-06-29,64204
2008,2025-06-30,64154
2009,2025-07-01,64157
2010,2025-07-02,64345
2011,2025-07-03,64581
2012,2025-07-04,64616
2013,2025-07-05,64667
2014,2025-07-06,64767
2015,2025-07-07,64740
2016,2025-07-08,64709
2017,2025-07-09,64735
2018,2025-07-10,64762
2019,2025-07-11,64752
2020,2025-07-12,64797
2021,2025-07-13,64803
2022,2025-07-14,65163
2023,2025-07-15,65122
2024,2025-07-16,65155
2025,2025-07-17,65136
2026,2025-07-18,65159
2027,2025-07-19,65217
2028,2025-07-20,65226
2029,2025-07-21,65248
2030,2025-07-22,65229
2031,2025-07-23,65315
2032,2025-07-24,65253
2033,2025-07-25,65325
2034,2025-07-26,65363
2035,2025-07-27,65762
2036,2025-07-28,65795
2037,2025-07-29,65780
2038,2025-07-30,65773
2039,2025-07-31,65778
2040,2025-08-01,65701
2041,2025-08-02,65762
2042,2025-08-03,65753
2043,2025-08-04,65761
2044,2025-08-05,65684
2045,2025-08-06,65759
2046,2025-08-07,65734
2047,2025-08-08,65777
2048,2025-08-09,66145
2049,2025-08-10,66093
2050,2025-08-11,66177
2051,2025-08-12,66176
2052,2025-08-13,66615
2053,2025-08-14,66670
2054,2025-08-15,66759
2055,2025-08-16,66704
2056,2025-08-17,66701
2057,2025-08-18,66642
2058,2025-08-19,66580
2059,2025-08-20,66616
2060,2025-08-21,66589
2061,2025-08-22,66585
2062,2025-08-23,66660
2063,2025-08-24,66968
2064,2025-08-25,66966
2065,2025-08-26,66976
2066,2025-08-27,67279
2067,2025-08-28,67316
2068,2025-08-29,67352
2069,2025-08-30,67597
2070,2025-08-31,67524
2071,2025-09-01,67587
2072,2025-09-02,67554
2073,2025-09-03,67647
2074,2025-09-04,67568
2075,2025-09-05,67547
2076,2025-09-06,67556
2077,2025-09-07,67556
2078,2025-09-08,67736
2079,2025-09-09,67658
2080,2025-09-10,67923
2081,2025-09-11,67929
2082,2025-09-12,67912
2083,2025-09-13,67864
2084,2025-09-14,67869
2085,2025-09-15,67891
2086,2025-09-16,67893
2087,2025-09-17,67827
2088,2025-09-18,67768
2089,2025-09-19,67987
2090,2025-09-20,67982
2091,2025-09-21,67925
2092,2025-09-22,67993
2093,2025-09-23,68393
2094,2025-09-24,68392
2095,2025-09-25,68487
2096,2025-09-26,68409
2097,2025-09-27,68408
2098,2025-09-28,68440
2099,2025-09-29,68450
2100,2025-09-30,68394
2101,2025-10-01,68400
2102,2025-10-02,68350
2103,2025-10-03,68334
2104,2025-10-04,68296
2105,2025-10-05,68226
2106,2025-10-06,68228
2107,2025-10-07,68558
2108,2025-10-08,68558
2109,2025-10-09,68597
2110,2025-10-10,69007
2111,2025-10-11,68938
2112,2025-10-12,68944
2113,2025-10-13,68904
2114,2025-10-14,68862
2115,2025-10-15,68787
2116,2025-10-16,68758
2117,2025-10-17,68819
2118,2025-10-18,68812
2119,2025-10-19,68737
2120,2025-10-20,68695
